run_id,application,regime,environment_seed,agent_id,role,incident_id,epoch,private_belief_argmax,selected_action,first_pass_valid,repair_attempted,valid_after_one_repair,material_action_accepted,reached_next_stage,reached_service,causal_effect,llm_calls,prompt_tokens,generated_tokens,latency_seconds
v5-qwen-commercial-partition-e52003,commercial,partition,52003,com_warehouse_4,warehouse,supply_02,1,0,revise_commitment,True,False,True,False,False,False,-0.13321624688557077,1,970,62,0.3706531689191858
v5-qwen-commercial-partition-e52003,commercial,partition,52003,com_coordinator_8,coordinator,supply_03,2,2,verify,True,False,True,True,True,True,0.04092217999794068,1,1002,59,0.3706531689191858
v5-qwen-commercial-compound-e52103,commercial,compound,52103,com_warehouse_6,warehouse,supply_03,0,2,revise_commitment,True,False,True,True,True,False,-0.2651361710141318,1,967,59,0.37915328859041136
v5-qwen-commercial-compound-e52103,commercial,compound,52103,com_retailer_7,retailer,supply_03,1,3,revise_commitment,True,False,True,True,True,False,-0.2651361710141318,1,948,55,0.37915328859041136
v5-qwen-commercial-compound-e52103,commercial,compound,52103,com_supplier_11,supplier,supply_04,2,1,revise_commitment,True,False,True,True,True,False,-0.2918094459310494,1,961,52,0.37915328859041136
v5-qwen-commercial-telemetry_integrity-e51904,commercial,telemetry_integrity,51904,com_supplier_0,supplier,supply_01,0,3,revise_commitment,True,False,True,True,True,False,-0.1763588574128251,1,959,56,0.37915328859041136
v5-qwen-commercial-telemetry_integrity-e51904,commercial,telemetry_integrity,51904,com_carrier_1,carrier,supply_01,1,3,deploy_repair_capacity,True,False,True,True,True,False,-0.3323839118056314,1,975,61,0.37915328859041136
v5-qwen-commercial-telemetry_integrity-e51904,commercial,telemetry_integrity,51904,com_retailer_5,retailer,supply_02,2,0,revise_commitment,True,False,True,False,False,False,-0.1163098746368697,1,934,57,0.37915328859041136
v5-qwen-commercial-partition-e52004,commercial,partition,52004,com_carrier_3,carrier,supply_02,0,2,deploy_repair_capacity,True,False,True,True,True,True,0.017814289302481967,1,970,59,0.37915328859041136
v5-qwen-commercial-partition-e52004,commercial,partition,52004,com_warehouse_4,warehouse,supply_02,1,4,revise_commitment,True,False,True,False,False,False,-0.13624509573852006,1,973,62,0.37915328859041136
v5-qwen-commercial-partition-e52004,commercial,partition,52004,com_coordinator_8,coordinator,supply_03,2,1,verify,True,False,True,True,True,True,0.04861274476883071,1,1009,58,0.37915328859041136
v5-qwen-commercial-compound-e52104,commercial,compound,52104,com_warehouse_6,warehouse,supply_03,0,3,revise_commitment,True,False,True,True,True,False,-0.2250252321983306,1,949,58,0.37915328859041136
v5-qwen-commercial-compound-e52104,commercial,compound,52104,com_retailer_7,retailer,supply_03,1,2,revise_commitment,True,False,True,True,True,False,-0.2250252321983306,1,959,64,0.37915328859041136
v5-qwen-commercial-compound-e52104,commercial,compound,52104,com_supplier_11,supplier,supply_04,2,3,revise_commitment,True,False,True,True,True,False,-0.29075299834650314,1,937,60,0.37915328859041136
v5-qwen-humanitarian-telemetry_integrity-e51901,humanitarian,telemetry_integrity,51901,hum_ngo_0,ngo,relief_01,0,0,revise_commitment,True,False,True,True,True,False,-0.20930504098655978,1,977,56,0.3897254038602114
v5-qwen-humanitarian-telemetry_integrity-e51901,humanitarian,telemetry_integrity,51901,hum_carrier_1,carrier,relief_01,1,4,deploy_repair_capacity,True,False,True,True,True,False,-0.3276320458054136,1,977,58,0.3897254038602114
v5-qwen-humanitarian-telemetry_integrity-e51901,humanitarian,telemetry_integrity,51901,hum_clinic_5,clinic,relief_02,2,3,verify,True,False,True,True,True,True,0.023473639337457386,1,966,56,0.3897254038602114
v5-qwen-humanitarian-partition-e52001,humanitarian,partition,52001,hum_carrier_3,carrier,relief_02,0,2,deploy_repair_capacity,True,False,True,True,True,False,-0.018909886307187374,1,980,59,0.3897254038602114
v5-qwen-humanitarian-partition-e52001,humanitarian,partition,52001,hum_regional_hub_4,regional_hub,relief_02,1,2,defer,True,False,True,False,False,False,-0.06359891823437747,1,983,53,0.3897254038602114
v5-qwen-humanitarian-partition-e52001,humanitarian,partition,52001,hum_coordinator_8,coordinator,relief_03,2,0,verify,True,False,True,True,False,False,0.21298955252813712,1,1015,54,0.3897254038602114
v5-qwen-humanitarian-compound-e52101,humanitarian,compound,52101,hum_regional_hub_6,regional_hub,relief_03,0,0,deploy_repair_capacity,True,False,True,True,True,False,-0.2917261574909902,1,983,59,0.3897254038602114
v5-qwen-humanitarian-compound-e52101,humanitarian,compound,52101,hum_clinic_7,clinic,relief_03,1,3,verify,True,False,True,True,True,True,0.30502377730356556,1,949,55,0.3897254038602114
v5-qwen-humanitarian-compound-e52101,humanitarian,compound,52101,hum_ngo_11,ngo,relief_04,2,4,revise_commitment,True,False,True,True,True,True,0.4909864334414946,1,961,53,0.3897254038602114
v5-qwen-humanitarian-telemetry_integrity-e51902,humanitarian,telemetry_integrity,51902,hum_ngo_0,ngo,relief_01,0,0,revise_commitment,True,False,True,True,True,False,-0.2419930759946587,1,976,66,0.3897254038602114
v5-qwen-humanitarian-telemetry_integrity-e51902,humanitarian,telemetry_integrity,51902,hum_carrier_1,carrier,relief_01,1,3,deploy_repair_capacity,True,False,True,True,True,False,-0.33478787637347396,1,977,57,0.3897254038602114
v5-qwen-humanitarian-telemetry_integrity-e51902,humanitarian,telemetry_integrity,51902,hum_clinic_5,clinic,relief_02,2,1,verify,True,False,True,False,False,False,-0.06832975270242558,1,955,55,0.3897254038602114
v5-qwen-humanitarian-partition-e52002,humanitarian,partition,52002,hum_carrier_3,carrier,relief_02,0,1,deploy_repair_capacity,True,False,True,True,True,False,-0.2613792866884551,1,977,56,0.38592329155653715
v5-qwen-humanitarian-partition-e52002,humanitarian,partition,52002,hum_regional_hub_4,regional_hub,relief_02,1,0,defer,True,False,True,False,False,False,-0.06357172249907428,1,981,54,0.38592329155653715
v5-qwen-humanitarian-partition-e52002,humanitarian,partition,52002,hum_coordinator_8,coordinator,relief_03,2,4,verify,True,False,True,False,False,False,-0.07057101665300047,1,1013,59,0.38592329155653715
v5-qwen-humanitarian-compound-e52102,humanitarian,compound,52102,hum_regional_hub_6,regional_hub,relief_03,0,3,deploy_repair_capacity,True,False,True,True,True,False,-0.37064447880122375,1,981,58,0.38592329155653715
v5-qwen-humanitarian-compound-e52102,humanitarian,compound,52102,hum_clinic_7,clinic,relief_03,1,0,verify,True,False,True,True,True,True,0.047734652321424154,1,950,55,0.38592329155653715
v5-qwen-humanitarian-compound-e52102,humanitarian,compound,52102,hum_ngo_11,ngo,relief_04,2,2,revise_commitment,True,False,True,True,True,True,0.372274031702729,1,980,56,0.38592329155653715
v5-qwen-humanitarian-telemetry_integrity-e51903,humanitarian,telemetry_integrity,51903,hum_ngo_0,ngo,relief_01,0,1,revise_commitment,True,False,True,True,True,False,-0.21571006788297664,1,979,65,0.38592329155653715
v5-qwen-humanitarian-telemetry_integrity-e51903,humanitarian,telemetry_integrity,51903,hum_carrier_1,carrier,relief_01,1,2,deploy_repair_capacity,True,False,True,True,True,True,0.013926240271076473,1,977,57,0.38592329155653715
v5-qwen-humanitarian-telemetry_integrity-e51903,humanitarian,telemetry_integrity,51903,hum_clinic_5,clinic,relief_02,2,2,verify,True,False,True,False,False,False,-0.07004415936398212,1,955,55,0.38592329155653715
v5-qwen-humanitarian-partition-e52003,humanitarian,partition,52003,hum_carrier_3,carrier,relief_02,0,2,deploy_repair_capacity,True,False,True,True,True,True,0.06139493808206786,1,970,56,0.38592329155653715
v5-qwen-humanitarian-partition-e52003,humanitarian,partition,52003,hum_regional_hub_4,regional_hub,relief_02,1,4,deploy_repair_capacity,True,False,True,True,True,True,0.06139493808206786,1,982,56,0.38592329155653715
v5-qwen-humanitarian-partition-e52003,humanitarian,partition,52003,hum_coordinator_8,coordinator,relief_03,2,3,verify,True,False,True,False,False,False,-0.06895900136457667,1,1023,63,0.38592329155653715
v5-qwen-humanitarian-compound-e52103,humanitarian,compound,52103,hum_regional_hub_6,regional_hub,relief_03,0,1,deploy_repair_capacity,True,False,True,True,True,True,0.09448801522871608,1,964,61,0.36456143607695896
v5-qwen-humanitarian-compound-e52103,humanitarian,compound,52103,hum_clinic_7,clinic,relief_03,1,3,verify,True,False,True,True,True,True,0.048166633795103664,1,954,57,0.36456143607695896
v5-qwen-humanitarian-compound-e52103,humanitarian,compound,52103,hum_ngo_11,ngo,relief_04,2,2,revise_commitment,True,False,True,True,True,False,-0.2742937198883302,1,959,55,0.36456143607695896
v5-qwen-humanitarian-telemetry_integrity-e51904,humanitarian,telemetry_integrity,51904,hum_ngo_0,ngo,relief_01,0,3,revise_commitment,True,False,True,True,True,False,-0.1910101068963176,1,976,60,0.36456143607695896
v5-qwen-humanitarian-telemetry_integrity-e51904,humanitarian,telemetry_integrity,51904,hum_carrier_1,carrier,relief_01,1,4,deploy_repair_capacity,True,False,True,True,True,True,0.016395450209590212,1,981,57,0.36456143607695896
v5-qwen-humanitarian-telemetry_integrity-e51904,humanitarian,telemetry_integrity,51904,hum_clinic_5,clinic,relief_02,2,0,verify,True,False,True,True,True,True,0.020816591855912003,1,965,56,0.36456143607695896
v5-qwen-humanitarian-partition-e52004,humanitarian,partition,52004,hum_carrier_3,carrier,relief_02,0,2,deploy_repair_capacity,True,False,True,True,False,False,-0.05639120032001488,1,981,60,0.36456143607695896
v5-qwen-humanitarian-partition-e52004,humanitarian,partition,52004,hum_regional_hub_4,regional_hub,relief_02,1,2,deploy_repair_capacity,True,False,True,True,False,False,-0.05639120032001488,1,977,58,0.36456143607695896
v5-qwen-humanitarian-partition-e52004,humanitarian,partition,52004,hum_coordinator_8,coordinator,relief_03,2,0,verify,True,False,True,True,False,False,0.22456556876686828,1,1001,60,0.36456143607695896
v5-qwen-humanitarian-compound-e52104,humanitarian,compound,52104,hum_regional_hub_6,regional_hub,relief_03,0,2,deploy_repair_capacity,True,False,True,True,True,True,0.050602667191365525,1,978,58,0.36456143607695896
v5-qwen-humanitarian-compound-e52104,humanitarian,compound,52104,hum_clinic_7,clinic,relief_03,1,4,verify,True,False,True,True,True,True,0.0707874548770413,1,971,57,0.36456143607695896
v5-qwen-humanitarian-compound-e52104,humanitarian,compound,52104,hum_ngo_11,ngo,relief_04,2,3,revise_commitment,True,False,True,True,True,False,-0.28342882830431493,1,956,56,0.36456143607695896
v5-qwen-utility_restoration-telemetry_integrity-e51901,utility_restoration,telemetry_integrity,51901,uti_distribution_node_0,distribution_node,utility_01,0,3,verify,True,False,True,True,True,True,0.03880315172201687,1,970,55,0.37327288401623565
v5-qwen-utility_restoration-telemetry_integrity-e51901,utility_restoration,telemetry_integrity,51901,uti_field_crew_1,field_crew,utility_01,1,3,verify,True,False,True,True,True,True,0.03880315172201687,1,972,53,0.37327288401623565
v5-qwen-utility_restoration-telemetry_integrity-e51901,utility_restoration,telemetry_integrity,51901,uti_cyber_defense_5,cyber_defense,utility_02,2,2,verify,True,False,True,True,True,True,0.031286677291366916,1,973,64,0.37327288401623565
v5-qwen-utility_restoration-partition-e52001,utility_restoration,partition,52001,uti_field_crew_3,field_crew,utility_02,0,3,verify,True,False,True,True,True,True,0.02334005381876547,1,969,56,0.37327288401623565
v5-qwen-utility_restoration-partition-e52001,utility_restoration,partition,52001,uti_communications_4,communications,utility_02,1,1,verify,True,False,True,True,True,True,0.02334005381876547,1,968,57,0.37327288401623565
v5-qwen-utility_restoration-partition-e52001,utility_restoration,partition,52001,uti_resource_allocation_8,resource_allocation,utility_03,2,4,deploy_repair_capacity,True,False,True,True,True,False,-0.3856811645437548,1,972,54,0.37327288401623565
v5-qwen-utility_restoration-compound-e52101,utility_restoration,compound,52101,uti_communications_6,communications,utility_03,0,2,verify,True,False,True,True,True,True,0.028506220574649577,1,971,54,0.37327288401623565
v5-qwen-utility_restoration-compound-e52101,utility_restoration,compound,52101,uti_cyber_defense_7,cyber_defense,utility_03,1,2,verify,True,False,True,True,True,True,0.028506220574649577,1,973,52,0.37327288401623565
v5-qwen-utility_restoration-compound-e52101,utility_restoration,compound,52101,uti_critical_load_11,critical_load,utility_04,2,0,revise_commitment,True,False,True,True,True,False,-0.23620011291157916,1,968,54,0.37327288401623565
v5-qwen-utility_restoration-telemetry_integrity-e51902,utility_restoration,telemetry_integrity,51902,uti_distribution_node_0,distribution_node,utility_01,0,2,verify,True,False,True,True,True,True,0.01089565242545576,1,972,49,0.37327288401623565
v5-qwen-utility_restoration-telemetry_integrity-e51902,utility_restoration,telemetry_integrity,51902,uti_field_crew_1,field_crew,utility_01,1,1,verify,True,False,True,True,True,True,0.01089565242545576,1,974,54,0.37327288401623565
v5-qwen-utility_restoration-telemetry_integrity-e51902,utility_restoration,telemetry_integrity,51902,uti_cyber_defense_5,cyber_defense,utility_02,2,2,verify,True,False,True,True,True,True,0.04531799811723558,1,952,53,0.37327288401623565
v5-qwen-utility_restoration-partition-e52002,utility_restoration,partition,52002,uti_field_crew_3,field_crew,utility_02,0,4,verify,True,False,True,True,True,True,0.05295176841763549,1,971,60,0.36032830209781724
v5-qwen-utility_restoration-partition-e52002,utility_restoration,partition,52002,uti_communications_4,communications,utility_02,1,4,verify,True,False,True,True,True,True,0.05295176841763549,1,958,53,0.36032830209781724
v5-qwen-utility_restoration-partition-e52002,utility_restoration,partition,52002,uti_resource_allocation_8,resource_allocation,utility_03,2,0,deploy_repair_capacity,True,False,True,True,True,False,-0.38543440117171324,1,975,54,0.36032830209781724
v5-qwen-utility_restoration-compound-e52102,utility_restoration,compound,52102,uti_communications_6,communications,utility_03,0,2,verify,True,False,True,False,False,False,-0.07139473300285215,1,968,55,0.36032830209781724
v5-qwen-utility_restoration-compound-e52102,utility_restoration,compound,52102,uti_cyber_defense_7,cyber_defense,utility_03,1,1,verify,True,False,True,False,False,False,-0.07139473300285215,1,971,57,0.36032830209781724
v5-qwen-utility_restoration-compound-e52102,utility_restoration,compound,52102,uti_critical_load_11,critical_load,utility_04,2,0,revise_commitment,True,False,True,True,True,False,-0.2925608799990149,1,958,54,0.36032830209781724
v5-qwen-utility_restoration-telemetry_integrity-e51903,utility_restoration,telemetry_integrity,51903,uti_distribution_node_0,distribution_node,utility_01,0,4,verify,True,False,True,False,False,False,-0.06759451923364235,1,972,57,0.36032830209781724
v5-qwen-utility_restoration-telemetry_integrity-e51903,utility_restoration,telemetry_integrity,51903,uti_field_crew_1,field_crew,utility_01,1,1,verify,True,False,True,False,False,False,-0.06759451923364235,1,975,61,0.36032830209781724
v5-qwen-utility_restoration-telemetry_integrity-e51903,utility_restoration,telemetry_integrity,51903,uti_cyber_defense_5,cyber_defense,utility_02,2,3,verify,True,False,True,True,True,True,0.15561137284442772,1,962,56,0.36032830209781724
v5-qwen-utility_restoration-partition-e52003,utility_restoration,partition,52003,uti_field_crew_3,field_crew,utility_02,0,0,verify,True,False,True,True,True,True,0.020436305156222967,1,973,53,0.36032830209781724
v5-qwen-utility_restoration-partition-e52003,utility_restoration,partition,52003,uti_communications_4,communications,utility_02,1,4,verify,True,False,True,True,True,True,0.020436305156222967,1,965,50,0.36032830209781724
v5-qwen-utility_restoration-partition-e52003,utility_restoration,partition,52003,uti_resource_allocation_8,resource_allocation,utility_03,2,0,deploy_repair_capacity,True,False,True,True,True,False,-0.31363849127836496,1,974,60,0.36032830209781724
v5-qwen-utility_restoration-compound-e52103,utility_restoration,compound,52103,uti_communications_6,communications,utility_03,0,3,verify,True,False,True,True,True,True,0.04142979184385154,1,973,50,0.3787816281740864
v5-qwen-utility_restoration-compound-e52103,utility_restoration,compound,52103,uti_cyber_defense_7,cyber_defense,utility_03,1,1,verify,True,False,True,True,True,True,0.04142979184385154,1,974,65,0.3787816281740864
v5-qwen-utility_restoration-compound-e52103,utility_restoration,compound,52103,uti_critical_load_11,critical_load,utility_04,2,0,revise_commitment,True,False,True,True,True,False,-0.236644959182172,1,973,62,0.3787816281740864
v5-qwen-utility_restoration-telemetry_integrity-e51904,utility_restoration,telemetry_integrity,51904,uti_distribution_node_0,distribution_node,utility_01,0,0,verify,True,False,True,True,True,True,0.021045171504256444,1,972,53,0.3787816281740864
v5-qwen-utility_restoration-telemetry_integrity-e51904,utility_restoration,telemetry_integrity,51904,uti_field_crew_1,field_crew,utility_01,1,4,verify,True,False,True,True,True,True,0.021045171504256444,1,972,54,0.3787816281740864
v5-qwen-utility_restoration-telemetry_integrity-e51904,utility_restoration,telemetry_integrity,51904,uti_cyber_defense_5,cyber_defense,utility_02,2,1,verify,True,False,True,False,False,False,-0.06765654853964542,1,979,55,0.3787816281740864
v5-qwen-utility_restoration-partition-e52004,utility_restoration,partition,52004,uti_field_crew_3,field_crew,utility_02,0,2,verify,True,False,True,True,True,True,0.017910671820471902,1,973,53,0.3787816281740864
v5-qwen-utility_restoration-partition-e52004,utility_restoration,partition,52004,uti_communications_4,communications,utility_02,1,2,verify,True,False,True,True,True,True,0.017910671820471902,1,970,55,0.3787816281740864
v5-qwen-utility_restoration-partition-e52004,utility_restoration,partition,52004,uti_resource_allocation_8,resource_allocation,utility_03,2,3,deploy_repair_capacity,True,False,True,True,True,False,-0.28282855447676636,1,969,54,0.3787816281740864
v5-qwen-utility_restoration-compound-e52104,utility_restoration,compound,52104,uti_communications_6,communications,utility_03,0,2,verify,True,False,True,True,True,True,0.056257990258170354,1,966,50,0.3787816281740864
v5-qwen-utility_restoration-compound-e52104,utility_restoration,compound,52104,uti_cyber_defense_7,cyber_defense,utility_03,1,2,verify,True,False,True,True,True,True,0.056257990258170354,1,974,53,0.3787816281740864
v5-qwen-utility_restoration-compound-e52104,utility_restoration,compound,52104,uti_critical_load_11,critical_load,utility_04,2,1,revise_commitment,True,False,True,True,True,False,-0.29728584548853276,1,951,54,0.3787816281740864
