cluster_id,domain,paraphrase,option_order_right_first,private_observation,condition,expected_direction,nominal_reliability,probability_right,baseline_probability_right,logit_change,signed_logit_change,absolute_probability_change,belief_switch,action_switch,commitment_change
c0000,route_viability,0,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,1
c0000,route_viability,0,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0000,route_viability,0,0,left,reciprocal_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0001,route_viability,0,0,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0001,route_viability,0,0,left,placebo,0,0.5,0.65,0.35,1.238078416812447,0.0,0.30000000000000004,1,1,1
c0001,route_viability,0,0,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,1
c0001,route_viability,0,0,left,single_right_r0.55,1,0.55,0.55,0.35,0.819709903868375,0.819709903868375,0.20000000000000007,1,1,1
c0001,route_viability,0,0,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0001,route_viability,0,0,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0001,route_viability,0,0,left,single_left_r0.75,-1,0.75,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0001,route_viability,0,0,left,single_right_r0.75,1,0.75,0.55,0.35,0.819709903868375,0.819709903868375,0.20000000000000007,1,1,1
c0001,route_viability,0,0,left,single_left_r0.85,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0001,route_viability,0,0,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0001,route_viability,0,0,left,stale_left_r0.85,-1,0.85,0.7375,0.35,1.6520542145885202,-1.6520542145885202,0.38750000000000007,1,1,1
c0001,route_viability,0,0,left,agreeing_left_two_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0001,route_viability,0,0,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,1
c0001,route_viability,0,0,left,reciprocal_left_r0.75,-1,0.75,0.55,0.35,0.819709903868375,-0.819709903868375,0.20000000000000007,1,1,1
c0001,route_viability,0,0,left,stale_right_r0.85,1,0.85,0.7375,0.35,1.6520542145885202,1.6520542145885202,0.38750000000000007,1,1,1
c0001,route_viability,0,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,1
c0001,route_viability,0,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,1
c0001,route_viability,0,0,left,reciprocal_right_r0.75,1,0.75,0.55,0.35,0.819709903868375,0.819709903868375,0.20000000000000007,1,1,1
c0002,route_viability,0,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0002,route_viability,0,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0002,route_viability,0,0,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,1
c0002,route_viability,0,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,1
c0002,route_viability,0,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0002,route_viability,0,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0002,route_viability,0,0,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0002,route_viability,0,0,right,single_right_r0.75,1,0.75,0.65,0.65,0.0,0.0,0.0,0,0,0
c0002,route_viability,0,0,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,1
c0002,route_viability,0,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0002,route_viability,0,0,right,stale_left_r0.85,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,1
c0002,route_viability,0,0,right,agreeing_left_two_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0002,route_viability,0,0,right,conflict_net_left,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,1
c0002,route_viability,0,0,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0002,route_viability,0,0,right,stale_right_r0.85,1,0.85,0.7375,0.65,0.4139757977760731,0.4139757977760731,0.08750000000000002,0,0,1
c0002,route_viability,0,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,1
c0002,route_viability,0,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0002,route_viability,0,0,right,reciprocal_right_r0.75,1,0.75,0.65,0.65,0.0,0.0,0.0,0,0,0
c0003,route_viability,0,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0003,route_viability,0,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0003,route_viability,0,0,right,single_left_r0.55,-1,0.55,0.65,0.65,0.0,-0.0,0.0,0,0,1
c0003,route_viability,0,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0003,route_viability,0,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0003,route_viability,0,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,1
c0003,route_viability,0,0,right,single_left_r0.75,-1,0.75,0.6875,0.65,0.16941815195804666,-0.16941815195804666,0.03749999999999998,0,0,0
c0003,route_viability,0,0,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0003,route_viability,0,0,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0003,route_viability,0,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,1
c0003,route_viability,0,0,right,stale_left_r0.85,-1,0.85,0.7125,0.65,0.288517843499177,-0.288517843499177,0.0625,0,0,0
c0003,route_viability,0,0,right,agreeing_left_two_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0003,route_viability,0,0,right,conflict_net_left,-1,0.85,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,0
c0003,route_viability,0,0,right,reciprocal_left_r0.75,-1,0.75,0.6875,0.65,0.16941815195804666,-0.16941815195804666,0.03749999999999998,0,0,0
c0003,route_viability,0,0,right,stale_right_r0.85,1,0.85,0.7875,0.65,0.690882173929093,0.690882173929093,0.13749999999999996,0,0,0
c0003,route_viability,0,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,0
c0003,route_viability,0,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0003,route_viability,0,0,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0004,route_viability,0,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0004,route_viability,0,1,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0004,route_viability,0,1,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0004,route_viability,0,1,left,single_right_r0.55,1,0.55,0.575,0.35,0.921320080279157,0.921320080279157,0.22499999999999998,1,1,0
c0004,route_viability,0,1,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0004,route_viability,0,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0004,route_viability,0,1,left,single_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0004,route_viability,0,1,left,single_right_r0.75,1,0.75,0.7,0.35,1.466337068793427,1.466337068793427,0.35,1,1,0
c0004,route_viability,0,1,left,single_right_r0.85,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,0
c0004,route_viability,0,1,left,stale_left_r0.85,-1,0.85,0.47375,0.35,0.5139425798062685,-0.5139425798062685,0.12375000000000003,0,0,0
c0004,route_viability,0,1,left,agreeing_left_two_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0004,route_viability,0,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0004,route_viability,0,1,left,reciprocal_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0004,route_viability,0,1,left,stale_right_r0.85,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,1
c0004,route_viability,0,1,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0004,route_viability,0,1,left,conflict_net_right,1,0.85,0.775,0.35,1.8558018355551507,1.8558018355551507,0.42500000000000004,1,1,0
c0004,route_viability,0,1,left,reciprocal_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0005,route_viability,0,1,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0005,route_viability,0,1,left,placebo,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0005,route_viability,0,1,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0005,route_viability,0,1,left,single_right_r0.55,1,0.55,0.58,0.35,0.9418126006692744,0.9418126006692744,0.22999999999999998,1,1,0
c0005,route_viability,0,1,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0005,route_viability,0,1,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0005,route_viability,0,1,left,single_left_r0.75,-1,0.75,0.5833333333333334,0.35,0.9555114450274365,-0.9555114450274365,0.2333333333333334,1,1,0
c0005,route_viability,0,1,left,single_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0005,route_viability,0,1,left,single_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,0
c0005,route_viability,0,1,left,single_right_r0.85,1,0.85,0.85,0.35,2.35364026379433,2.35364026379433,0.5,1,1,1
c0005,route_viability,0,1,left,stale_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0005,route_viability,0,1,left,agreeing_left_two_r0.65,-1,0.65,0.7225,0.35,1.5759356952063217,-1.5759356952063217,0.37250000000000005,1,1,0
c0005,route_viability,0,1,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0005,route_viability,0,1,left,reciprocal_left_r0.75,-1,0.75,0.5833333333333334,0.35,0.9555114450274365,-0.9555114450274365,0.2333333333333334,1,1,0
c0005,route_viability,0,1,left,stale_right_r0.85,1,0.85,0.73,0.35,1.6136617835502856,1.6136617835502856,0.38,1,1,0
c0005,route_viability,0,1,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,1
c0005,route_viability,0,1,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0005,route_viability,0,1,left,reciprocal_right_r0.75,1,0.75,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0006,route_viability,0,1,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0006,route_viability,0,1,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0006,route_viability,0,1,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,0
c0006,route_viability,0,1,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0006,route_viability,0,1,right,single_left_r0.65,-1,0.65,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0006,route_viability,0,1,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0006,route_viability,0,1,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0006,route_viability,0,1,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0006,route_viability,0,1,right,single_left_r0.85,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0006,route_viability,0,1,right,single_right_r0.85,1,0.85,0.8,0.65,0.7672551527136672,0.7672551527136672,0.15000000000000002,0,0,0
c0006,route_viability,0,1,right,stale_left_r0.85,-1,0.85,0.7375,0.65,0.4139757977760731,-0.4139757977760731,0.08750000000000002,0,0,0
c0006,route_viability,0,1,right,agreeing_left_two_r0.65,-1,0.65,0.7225,0.65,0.3378572783938746,-0.3378572783938746,0.07250000000000001,0,0,0
c0006,route_viability,0,1,right,conflict_net_left,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0006,route_viability,0,1,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0006,route_viability,0,1,right,stale_right_r0.85,1,0.85,0.85,0.65,1.1155618469818829,1.1155618469818829,0.19999999999999996,0,0,1
c0006,route_viability,0,1,right,agreeing_right_two_r0.65,1,0.65,0.8225,0.65,0.914338665317833,0.914338665317833,0.1725,0,0,0
c0006,route_viability,0,1,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0006,route_viability,0,1,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0007,route_viability,0,1,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0007,route_viability,0,1,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0007,route_viability,0,1,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,1
c0007,route_viability,0,1,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,1
c0007,route_viability,0,1,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0007,route_viability,0,1,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0007,route_viability,0,1,right,single_left_r0.75,-1,0.75,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,1
c0007,route_viability,0,1,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,1
c0007,route_viability,0,1,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,1
c0007,route_viability,0,1,right,single_right_r0.85,1,0.85,0.8,0.65,0.7672551527136672,0.7672551527136672,0.15000000000000002,0,0,1
c0007,route_viability,0,1,right,stale_left_r0.85,-1,0.85,0.67,0.65,0.08914584951826243,-0.08914584951826243,0.020000000000000018,0,0,0
c0007,route_viability,0,1,right,agreeing_left_two_r0.65,-1,0.65,0.5,0.65,-0.6190392084062236,0.6190392084062236,0.15000000000000002,0,0,1
c0007,route_viability,0,1,right,conflict_net_left,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0007,route_viability,0,1,right,reciprocal_left_r0.75,-1,0.75,0.675,0.65,0.11184830013656899,-0.11184830013656899,0.025000000000000022,0,0,1
c0007,route_viability,0,1,right,stale_right_r0.85,1,0.85,0.8,0.65,0.7672551527136672,0.7672551527136672,0.15000000000000002,0,0,0
c0007,route_viability,0,1,right,agreeing_right_two_r0.65,1,0.65,0.8225,0.65,0.914338665317833,0.914338665317833,0.1725,0,0,0
c0007,route_viability,0,1,right,conflict_net_right,1,0.85,0.775,0.65,0.6177234187427035,0.6177234187427035,0.125,0,0,1
c0007,route_viability,0,1,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,1
c0008,route_viability,1,0,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0008,route_viability,1,0,left,placebo,0,0.5,0.65,0.35,1.238078416812447,0.0,0.30000000000000004,1,1,0
c0008,route_viability,1,0,left,single_left_r0.55,-1,0.55,0.45,0.35,0.4183685129440723,-0.4183685129440723,0.10000000000000003,0,0,0
c0008,route_viability,1,0,left,single_right_r0.55,1,0.55,0.6,0.35,1.0245043165143877,1.0245043165143877,0.25,1,1,0
c0008,route_viability,1,0,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,0
c0008,route_viability,1,0,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0008,route_viability,1,0,left,single_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0008,route_viability,1,0,left,single_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0008,route_viability,1,0,left,single_left_r0.85,-1,0.85,0.7,0.35,1.466337068793427,-1.466337068793427,0.35,1,1,0
c0008,route_viability,1,0,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0008,route_viability,1,0,left,stale_left_r0.85,-1,0.85,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0008,route_viability,1,0,left,agreeing_left_two_r0.65,-1,0.65,0.7225,0.35,1.5759356952063217,-1.5759356952063217,0.37250000000000005,1,1,0
c0008,route_viability,1,0,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0008,route_viability,1,0,left,reciprocal_left_r0.75,-1,0.75,0.4375,0.35,0.36772478012531745,-0.36772478012531745,0.08750000000000002,0,0,0
c0008,route_viability,1,0,left,stale_right_r0.85,1,0.85,0.73,0.35,1.6136617835502856,1.6136617835502856,0.38,1,1,0
c0008,route_viability,1,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0008,route_viability,1,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0008,route_viability,1,0,left,reciprocal_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0009,route_viability,1,0,left,no_message,0,0.5,0.35,0.35,0.0,0.0,0.0,0,0,0
c0009,route_viability,1,0,left,placebo,0,0.5,0.65,0.35,1.238078416812447,0.0,0.30000000000000004,1,1,0
c0009,route_viability,1,0,left,single_left_r0.55,-1,0.55,0.5,0.35,0.6190392084062235,-0.6190392084062235,0.15000000000000002,1,1,1
c0009,route_viability,1,0,left,single_right_r0.55,1,0.55,0.6,0.35,1.0245043165143877,1.0245043165143877,0.25,1,1,1
c0009,route_viability,1,0,left,single_left_r0.65,-1,0.65,0.35,0.35,0.0,-0.0,0.0,0,0,1
c0009,route_viability,1,0,left,single_right_r0.65,1,0.65,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,1
c0009,route_viability,1,0,left,single_left_r0.75,-1,0.75,0.583,0.35,0.9541401729579142,-0.9541401729579142,0.23299999999999998,1,1,0
c0009,route_viability,1,0,left,single_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0009,route_viability,1,0,left,single_left_r0.85,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,1
c0009,route_viability,1,0,left,single_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,1
c0009,route_viability,1,0,left,stale_left_r0.85,-1,0.85,0.55,0.35,0.819709903868375,-0.819709903868375,0.20000000000000007,1,1,0
c0009,route_viability,1,0,left,agreeing_left_two_r0.65,-1,0.65,0.7,0.35,1.466337068793427,-1.466337068793427,0.35,1,1,1
c0009,route_viability,1,0,left,conflict_net_left,-1,0.85,0.75,0.35,1.7176514970743333,-1.7176514970743333,0.4,1,1,0
c0009,route_viability,1,0,left,reciprocal_left_r0.75,-1,0.75,0.583,0.35,0.9541401729579142,-0.9541401729579142,0.23299999999999998,1,1,0
c0009,route_viability,1,0,left,stale_right_r0.85,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,1
c0009,route_viability,1,0,left,agreeing_right_two_r0.65,1,0.65,0.825,0.35,2.16963662081739,2.16963662081739,0.475,1,1,0
c0009,route_viability,1,0,left,conflict_net_right,1,0.85,0.75,0.35,1.7176514970743333,1.7176514970743333,0.4,1,1,0
c0009,route_viability,1,0,left,reciprocal_right_r0.75,1,0.75,0.65,0.35,1.238078416812447,1.238078416812447,0.30000000000000004,1,1,0
c0010,route_viability,1,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0010,route_viability,1,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0010,route_viability,1,0,right,single_left_r0.55,-1,0.55,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0010,route_viability,1,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0010,route_viability,1,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0010,route_viability,1,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0010,route_viability,1,0,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0010,route_viability,1,0,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0010,route_viability,1,0,right,single_left_r0.85,-1,0.85,0.7,0.65,0.22825865198097983,-0.22825865198097983,0.04999999999999993,0,0,0
c0010,route_viability,1,0,right,single_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0010,route_viability,1,0,right,stale_left_r0.85,-1,0.85,0.71,0.65,0.2763448386486177,-0.2763448386486177,0.05999999999999994,0,0,0
c0010,route_viability,1,0,right,agreeing_left_two_r0.65,-1,0.65,0.7225,0.65,0.3378572783938746,-0.3378572783938746,0.07250000000000001,0,0,0
c0010,route_viability,1,0,right,conflict_net_left,-1,0.85,0.75,0.65,0.47957308026188616,-0.47957308026188616,0.09999999999999998,0,0,0
c0010,route_viability,1,0,right,reciprocal_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0010,route_viability,1,0,right,stale_right_r0.85,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0010,route_viability,1,0,right,agreeing_right_two_r0.65,1,0.65,0.825,0.65,0.9315582040049429,0.9315582040049429,0.17499999999999993,0,0,0
c0010,route_viability,1,0,right,conflict_net_right,1,0.85,0.75,0.65,0.47957308026188616,0.47957308026188616,0.09999999999999998,0,0,0
c0010,route_viability,1,0,right,reciprocal_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
c0011,route_viability,1,0,right,no_message,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0011,route_viability,1,0,right,placebo,0,0.5,0.65,0.65,0.0,0.0,0.0,0,0,0
c0011,route_viability,1,0,right,single_left_r0.55,-1,0.55,0.6,0.65,-0.2135741002980594,0.2135741002980594,0.050000000000000044,0,0,0
c0011,route_viability,1,0,right,single_right_r0.55,1,0.55,0.6,0.65,-0.2135741002980594,-0.2135741002980594,0.050000000000000044,0,0,0
c0011,route_viability,1,0,right,single_left_r0.65,-1,0.65,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0011,route_viability,1,0,right,single_right_r0.65,1,0.65,0.65,0.65,0.0,0.0,0.0,0,0,0
c0011,route_viability,1,0,right,single_left_r0.75,-1,0.75,0.65,0.65,0.0,-0.0,0.0,0,0,0
c0011,route_viability,1,0,right,single_right_r0.75,1,0.75,0.7,0.65,0.22825865198097983,0.22825865198097983,0.04999999999999993,0,0,0
